200,0,-200
199.99,2,-200
199.96,3.9997,-200
199.91,5.9991,-200
199.84,7.9979,-200
199.75,9.9958,-200
199.64,11.993,-200
199.51,13.989,-200
199.36,15.983,-200
199.19,17.976,-200
199,19.967,-200
198.79,21.956,-200
198.56,23.942,-200
198.31,25.927,-200
198.04,27.909,-200
197.75,29.888,-200
197.45,31.864,-200
197.12,33.836,-200
196.77,35.806,-200
196.4,37.772,-200
196.01,39.734,-200
195.61,41.692,-200
195.18,43.646,-200
194.73,45.596,-200
194.27,47.541,-200
193.78,49.481,-200
193.28,51.416,-200
192.75,53.346,-200
192.21,55.271,-200
191.65,57.19,-200
191.07,59.104,-200
190.47,61.012,-200
189.85,62.913,-200
189.21,64.809,-200
188.55,66.697,-200
187.87,68.58,-200
187.18,70.455,-200
186.47,72.323,-200
185.73,74.184,-200
184.98,76.038,-200
184.21,77.884,-200
183.42,79.722,-200
182.62,81.552,-200
181.79,83.374,-200
180.95,85.188,-200
180.09,86.993,-200
179.21,88.79,-200
178.31,90.577,-200
177.4,92.356,-200
176.47,94.125,-200
175.52,95.885,-200
174.55,97.635,-200
173.56,99.376,-200
172.56,101.11,-200
171.54,102.83,-200
170.5,104.54,-200
169.45,106.24,-200
168.38,107.93,-200
167.29,109.6,-200
166.19,111.27,-200
165.07,112.93,-200
163.93,114.57,-200
162.78,116.21,-200
161.61,117.83,-200
160.42,119.44,-200
159.22,121.04,-200
158,122.62,-200
156.76,124.2,-200
155.51,125.76,-200
154.25,127.31,-200
152.97,128.84,-200
151.67,130.37,-200
150.36,131.88,-200
149.03,133.37,-200
147.69,134.86,-200
146.34,136.33,-200
144.97,137.78,-200
143.58,139.23,-200
142.18,140.66,-200
140.77,142.07,-200
139.34,143.47,-200
137.9,144.86,-200
136.44,146.23,-200
134.98,147.59,-200
133.49,148.93,-200
132,150.26,-200
130.49,151.57,-200
128.97,152.87,-200
127.43,154.15,-200
125.88,155.41,-200
124.32,156.67,-200
122.75,157.9,-200
121.16,159.12,-200
119.57,160.32,-200
117.96,161.51,-200
116.34,162.68,-200
114.7,163.84,-200
113.06,164.98,-200
111.4,166.1,-200
109.74,167.21,-200
108.06,168.29,-200
106.37,169.37,-200
104.67,170.42,-200
102.96,171.46,-200
101.24,172.48,-200
99.514,173.48,-200
97.774,174.47,-200
96.025,175.44,-200
94.266,176.39,-200
92.497,177.33,-200
90.719,178.24,-200
88.932,179.14,-200
87.136,180.02,-200
85.332,180.88,-200
83.519,181.73,-200
81.697,182.55,-200
79.868,183.36,-200
78.03,184.15,-200
76.185,184.92,-200
74.332,185.67,-200
72.472,186.41,-200
70.604,187.12,-200
68.729,187.82,-200
66.848,188.5,-200
64.959,189.16,-200
63.064,189.8,-200
61.163,190.42,-200
59.256,191.02,-200
57.343,191.6,-200
55.424,192.17,-200
53.5,192.71,-200
51.57,193.24,-200
49.635,193.74,-200
47.695,194.23,-200
45.751,194.7,-200
43.801,195.14,-200
41.848,195.57,-200
39.89,195.98,-200
37.928,196.37,-200
35.963,196.74,-200
33.993,197.09,-200
32.021,197.42,-200
30.045,197.73,-200
28.066,198.02,-200
26.085,198.29,-200
24.101,198.54,-200
22.114,198.77,-200
20.125,198.98,-200
18.134,199.18,-200
16.142,199.35,-200
14.147,199.5,-200
12.152,199.63,-200
10.155,199.74,-200
8.157,199.83,-200
6.1583,199.91,-200
4.159,199.96,-200
2.1592,199.99,-200
0.15927,200,-200
-1.8407,199.99,-200
-3.8405,199.96,-200
-5.8399,199.91,-200
-7.8387,199.85,-200
-9.8368,199.76,-200
-11.834,199.65,-200
-13.83,199.52,-200
-15.824,199.37,-200
-17.817,199.2,-200
-19.808,199.02,-200
-21.797,198.81,-200
-23.784,198.58,-200
-25.769,198.33,-200
-27.751,198.07,-200
-29.73,197.78,-200
-31.706,197.47,-200
-33.679,197.14,-200
-35.649,196.8,-200
-37.615,196.43,-200
-39.578,196.04,-200
-41.536,195.64,-200
-43.49,195.21,-200
-45.44,194.77,-200
-47.386,194.31,-200
-49.326,193.82,-200
-51.262,193.32,-200
-53.193,192.8,-200
-55.118,192.26,-200
-57.038,191.69,-200
-58.952,191.11,-200
-60.86,190.52,-200
-62.762,189.9,-200
-64.658,189.26,-200
-66.547,188.6,-200
-68.43,187.93,-200
-70.306,187.24,-200
-72.175,186.52,-200
-74.036,185.79,-200
-75.89,185.04,-200
-77.737,184.27,-200
-79.576,183.49,-200
-81.407,182.68,-200
-83.229,181.86,-200
-85.044,181.02,-200
-86.85,180.16,-200
-88.647,179.28,-200
-90.435,178.39,-200
-92.215,177.47,-200
-93.985,176.54,-200
-95.745,175.59,-200
-97.496,174.63,-200
-99.238,173.64,-200
-100.97,172.64,-200
-102.69,171.62,-200
-104.4,170.59,-200
-106.1,169.54,-200
-107.79,168.47,-200
-109.47,167.38,-200
-111.14,166.28,-200
-112.8,165.16,-200
-114.44,164.02,-200
-116.08,162.87,-200
-117.7,161.7,-200
-119.31,160.51,-200
-120.91,159.31,-200
-122.5,158.1,-200
-124.07,156.86,-200
-125.63,155.61,-200
-127.18,154.35,-200
-128.72,153.07,-200
-130.25,151.78,-200
-131.76,150.47,-200
-133.26,149.14,-200
-134.74,147.8,-200
-136.21,146.45,-200
-137.67,145.08,-200
-139.11,143.69,-200
-140.54,142.29,-200
-141.96,140.88,-200
-143.36,139.46,-200
-144.75,138.01,-200
-146.12,136.56,-200
-147.48,135.09,-200
-148.82,133.61,-200
-150.15,132.12,-200
-151.46,130.61,-200
-152.76,129.09,-200
-154.05,127.55,-200
-155.31,126.01,-200
-156.57,124.45,-200
-157.8,122.87,-200
-159.02,121.29,-200
-160.23,119.69,-200
-161.42,118.09,-200
-162.59,116.47,-200
-163.75,114.83,-200
-164.89,113.19,-200
-166.01,111.54,-200
-167.12,109.87,-200
-168.21,108.19,-200
-169.28,106.51,-200
-170.34,104.81,-200
-171.38,103.1,-200
-172.4,101.38,-200
-173.41,99.652,-200
-174.39,97.913,-200
-175.36,96.165,-200
-176.32,94.406,-200
-177.25,92.638,-200
-178.17,90.861,-200
-179.07,89.075,-200
-179.95,87.28,-200
-180.81,85.476,-200
-181.66,83.664,-200
-182.49,81.843,-200
-183.3,80.014,-200
-184.09,78.177,-200
-184.86,76.332,-200
-185.61,74.48,-200
-186.35,72.62,-200
-187.07,70.753,-200
-187.77,68.879,-200
-188.44,66.998,-200
-189.11,65.11,-200
-189.75,63.216,-200
-190.37,61.315,-200
-190.97,59.408,-200
-191.56,57.496,-200
-192.12,55.577,-200
-192.67,53.653,-200
-193.2,51.724,-200
-193.7,49.789,-200
-194.19,47.85,-200
-194.66,45.906,-200
-195.11,43.957,-200
-195.54,42.003,-200
-195.95,40.046,-200
-196.34,38.085,-200
-196.71,36.119,-200
-197.06,34.15,-200
-197.39,32.178,-200
-197.71,30.203,-200
-198,28.224,-200
-198.27,26.243,-200
-198.52,24.259,-200
-198.76,22.272,-200
-198.97,20.284,-200
-199.16,18.293,-200
-199.33,16.3,-200
-199.49,14.306,-200
-199.62,12.311,-200
-199.73,10.314,-200
-199.83,8.3161,-200
-199.9,6.3175,-200
-199.95,4.3182,-200
-199.99,2.3185,-200
-200,0.31853,-200
-199.99,-1.6814,-200
-199.97,-3.6813,-200
-199.92,-5.6807,-200
-199.85,-7.6796,-200
-199.77,-9.6777,-200
-199.66,-11.675,-200
-199.53,-13.671,-200
-199.39,-15.665,-200
-199.22,-17.658,-200
-199.03,-19.65,-200
-198.83,-21.639,-200
-198.6,-23.626,-200
-198.35,-25.611,-200
-198.09,-27.593,-200
-197.8,-29.573,-200
-197.5,-31.549,-200
-197.17,-33.522,-200
-196.83,-35.492,-200
-196.46,-37.459,-200
-196.08,-39.422,-200
-195.67,-41.38,-200
-195.25,-43.335,-200
-194.81,-45.285,-200
-194.34,-47.231,-200
-193.86,-49.172,-200
-193.36,-51.108,-200
-192.84,-53.039,-200
-192.3,-54.965,-200
-191.74,-56.885,-200
-191.16,-58.8,-200
-190.56,-60.708,-200
-189.95,-62.611,-200
-189.31,-64.507,-200
-188.66,-66.397,-200
-187.98,-68.28,-200
-187.29,-70.157,-200
-186.58,-72.026,-200
-185.85,-73.888,-200
-185.1,-75.743,-200
-184.34,-77.59,-200
-183.55,-79.43,-200
-182.75,-81.261,-200
-181.93,-83.085,-200
-181.09,-84.9,-200
-180.23,-86.706,-200
-179.35,-88.504,-200
-178.46,-90.293,-200
-177.55,-92.073,-200
-176.62,-93.844,-200
-175.67,-95.605,-200
-174.7,-97.357,-200
-173.72,-99.099,-200
-172.72,-100.83,-200
-171.71,-102.55,-200
-170.67,-104.27,-200
-169.62,-105.97,-200
-168.55,-107.66,-200
-167.47,-109.34,-200
-166.37,-111.01,-200
-165.25,-112.67,-200
-164.11,-114.31,-200
-162.96,-115.95,-200
-161.79,-117.57,-200
-160.61,-119.18,-200
-159.41,-120.78,-200
-158.19,-122.37,-200
-156.96,-123.95,-200
-155.71,-125.51,-200
-154.45,-127.06,-200
-153.17,-128.6,-200
-151.88,-130.13,-200
-150.57,-131.64,-200
-149.25,-133.14,-200
-147.91,-134.62,-200
-146.55,-136.09,-200
-145.19,-137.55,-200
-143.8,-139,-200
-142.41,-140.43,-200
-141,-141.85,-200
-139.57,-143.25,-200
-138.13,-144.64,-200
-136.68,-146.01,-200
-135.21,-147.37,-200
-133.73,-148.72,-200
-132.24,-150.05,-200
-130.73,-151.36,-200
-129.21,-152.66,-200
-127.68,-153.94,-200
-126.13,-155.21,-200
-124.57,-156.47,-200
-123,-157.71,-200
-121.42,-158.93,-200
-119.82,-160.13,-200
-118.21,-161.32,-200
-116.6,-162.5,-200
-114.96,-163.66,-200
-113.32,-164.8,-200
-111.67,-165.92,-200
-110,-167.03,-200
-108.33,-168.12,-200
-106.64,-169.2,-200
-104.94,-170.25,-200
-103.24,-171.3,-200
-101.52,-172.32,-200
-99.79,-173.33,-200
-98.052,-174.32,-200
-96.304,-175.29,-200
-94.546,-176.24,-200
-92.779,-177.18,-200
-91.003,-178.1,-200
-89.217,-179,-200
-87.423,-179.88,-200
-85.62,-180.75,-200
-83.808,-181.59,-200
-81.988,-182.42,-200
-80.16,-183.23,-200
-78.324,-184.03,-200
-76.479,-184.8,-200
-74.628,-185.56,-200
-72.768,-186.29,-200
-70.902,-187.01,-200
-69.028,-187.71,-200
-67.148,-188.39,-200
-65.26,-189.05,-200
-63.367,-189.7,-200
-61.467,-190.32,-200
-59.56,-190.93,-200
-57.648,-191.51,-200
-55.73,-192.08,-200
-53.807,-192.63,-200
-51.878,-193.15,-200
-49.944,-193.66,-200
-48.004,-194.15,-200
-46.061,-194.62,-200
-44.112,-195.07,-200
-42.159,-195.51,-200
-40.202,-195.92,-200
-38.241,-196.31,-200
-36.276,-196.68,-200
-34.307,-197.04,-200
-32.335,-197.37,-200
-30.36,-197.68,-200
-28.382,-197.98,-200
-26.401,-198.25,-200
-24.417,-198.5,-200
-22.431,-198.74,-200
-20.442,-198.95,-200
-18.452,-199.15,-200
-16.459,-199.32,-200
-14.465,-199.48,-200
-12.47,-199.61,-200
-10.473,-199.73,-200
-8.4753,-199.82,-200
-6.4767,-199.9,-200
-4.4774,-199.95,-200
-2.4777,-199.98,-200
-0.4778,-200,-200
1.5222,-199.99,-200
3.522,-199.97,-200
5.5215,-199.92,-200
7.5204,-199.86,-200
9.5186,-199.77,-200
11.516,-199.67,-200
13.512,-199.54,-200
15.507,-199.4,-200
17.5,-199.23,-200
19.491,-199.05,-200
21.481,-198.84,-200
23.468,-198.62,-200
25.453,-198.37,-200
27.435,-198.11,-200
29.415,-197.83,-200
31.392,-197.52,-200
33.365,-197.2,-200
35.336,-196.85,-200
37.302,-196.49,-200
39.265,-196.11,-200
41.225,-195.71,-200
43.18,-195.28,-200
45.13,-194.84,-200
47.076,-194.38,-200
49.018,-193.9,-200
50.954,-193.4,-200
52.886,-192.88,-200
54.812,-192.34,-200
56.732,-191.78,-200
58.647,-191.21,-200
60.557,-190.61,-200
62.46,-190,-200
64.356,-189.36,-200
66.247,-188.71,-200
68.131,-188.04,-200
70.007,-187.35,-200
71.877,-186.64,-200
73.74,-185.91,-200
75.596,-185.16,-200
77.443,-184.4,-200
79.283,-183.61,-200
81.116,-182.81,-200
82.94,-181.99,-200
84.755,-181.15,-200
86.563,-180.3,-200
88.361,-179.42,-200
90.151,-178.53,-200
91.932,-177.62,-200
93.703,-176.69,-200
95.466,-175.75,-200
97.218,-174.78,-200
98.961,-173.8,-200
100.69,-172.8,-200
102.42,-171.79,-200
104.13,-170.75,-200
105.83,-169.7,-200
107.52,-168.64,-200
109.2,-167.55,-200
110.87,-166.45,-200
112.53,-165.34,-200
114.18,-164.2,-200
115.82,-163.05,-200
117.44,-161.89,-200
119.06,-160.7,-200
120.66,-159.51,-200
122.25,-158.29,-200
123.82,-157.06,-200
125.39,-155.81,-200
126.94,-154.55,-200
128.48,-153.28,-200
130,-151.98,-200
131.52,-150.68,-200
133.02,-149.35,-200
134.5,-148.02,-200
135.98,-146.66,-200
137.44,-145.3,-200
138.88,-143.91,-200
140.32,-142.52,-200
141.73,-141.11,-200
143.14,-139.68,-200
144.53,-138.25,-200
145.9,-136.79,-200
147.26,-135.33,-200
148.61,-133.85,-200
149.94,-132.36,-200
151.26,-130.85,-200
152.56,-129.33,-200
153.84,-127.8,-200
155.11,-126.25,-200
156.37,-124.7,-200
157.61,-123.13,-200
158.83,-121.54,-200
160.04,-119.95,-200
161.23,-118.34,-200
162.4,-116.72,-200
163.56,-115.1,-200
164.71,-113.45,-200
165.83,-111.8,-200
166.94,-110.14,-200
168.04,-108.46,-200
169.11,-106.78,-200
170.17,-105.08,-200
171.21,-103.37,-200
172.24,-101.66,-200
173.25,-99.928,-200
174.24,-98.191,-200
175.21,-96.444,-200
176.17,-94.687,-200
177.1,-92.92,-200
178.02,-91.145,-200
178.93,-89.36,-200
179.81,-87.566,-200
180.68,-85.764,-200
181.53,-83.953,-200
182.36,-82.133,-200
183.17,-80.306,-200
183.96,-78.47,-200
184.74,-76.627,-200
185.5,-74.775,-200
186.23,-72.917,-200
186.95,-71.051,-200
187.66,-69.178,-200
188.34,-67.298,-200
189,-65.411,-200
189.65,-63.518,-200
190.27,-61.618,-200
190.88,-59.712,-200
191.47,-57.801,-200
192.03,-55.883,-200
192.58,-53.96,-200
193.11,-52.031,-200
193.62,-50.098,-200
194.12,-48.159,-200
194.59,-46.216,-200
195.04,-44.267,-200
195.47,-42.315,-200
195.89,-40.358,-200
196.28,-38.397,-200
196.65,-36.433,-200
197.01,-34.464,-200
197.34,-32.492,-200
197.66,-30.517,-200
197.95,-28.539,-200
198.23,-26.558,-200
198.48,-24.575,-200
198.72,-22.589,-200
198.94,-20.6,-200
199.13,-18.61,-200
199.31,-16.618,-200
199.46,-14.624,-200
199.6,-12.629,-200
199.72,-10.632,-200
199.81,-8.6344,-200
199.89,-6.6358,-200
199.95,-4.6366,-200
199.98,-2.637,-200
200,-0.63706,-200
