timestamp TimeMS IVN IVE IVD IPN IPE IPD IMX IMY IMZ IVT
27.550 27550 -1 6 0 0 4 -243 11 9 14 0
27.570 27570 -1 6 0 0 4 -243 11 2 14 0
27.590 27590 -1 6 0 0 4 -243 11 2 16 0
27.611 27611 -1 6 0 0 4 -243 11 2 16 0
27.631 27631 -1 6 0 0 4 -243 11 2 16 0
27.651 27651 -1 6 0 0 4 -97 0 2 16 0
27.671 27671 -1 6 0 0 4 -97 0 -2 16 0
27.691 27691 -1 6 0 0 4 -97 0 -2 17 0
27.711 27711 -1 6 0 0 4 -97 0 -2 17 0
27.731 27731 -1 6 0 0 4 -97 0 -2 17 0
27.751 27751 -1 6 0 0 4 322 7 -2 17 0
27.771 27771 -1 6 0 0 4 322 7 12 17 0
27.791 27791 -1 6 0 0 4 322 7 12 12 0
27.811 27811 -1 6 0 0 4 322 7 12 12 0
27.831 27831 -1 6 0 0 4 322 7 12 12 0
27.852 27852 -1 6 0 0 4 -110 -2 12 12 0
27.872 27872 -1 6 0 0 4 -110 -2 -4 12 0
27.892 27892 -1 6 0 0 4 -110 -2 -4 11 0
27.912 27912 -1 6 0 0 4 -110 -2 -4 11 0
27.932 27932 -1 6 0 0 4 -110 -2 -4 11 0
27.952 27952 -1 6 0 0 4 21 -4 -4 11 0
27.972 27972 -1 6 0 0 4 21 -4 0 11 0
27.992 27992 -1 6 0 0 4 21 -4 0 14 0
28.012 28012 -1 6 0 0 4 21 -4 0 14 0
28.032 28032 -1 6 0 0 4 21 -4 0 14 0
28.053 28053 -1 6 0 0 4 -93 8 0 14 0
28.072 28072 -1 6 0 0 4 -93 8 11 14 0
28.092 28092 -1 6 0 0 4 -93 8 11 12 0
28.113 28113 -1 6 0 0 4 -93 8 11 12 0
28.133 28133 -1 6 0 0 4 -93 8 11 12 0
28.153 28153 -1 6 0 0 4 217 -2 11 12 0
28.173 28173 -1 6 0 0 4 217 -2 9 12 0
28.193 28193 -1 6 0 0 4 217 -2 9 14 0
28.213 28213 -1 6 0 0 4 217 -2 9 14 0
28.233 28233 -1 6 0 0 4 217 -2 9 14 0
28.253 28253 -1 6 0 0 4 -317 0 9 14 0
28.273 28273 -1 6 0 0 4 -317 0 0 14 0
28.293 28293 -1 6 0 0 4 -317 0 0 2 0
28.313 28313 -1 6 0 0 4 -317 0 0 2 0
28.334 28334 -1 6 0 0 4 -317 0 0 2 0
28.354 28354 -1 6 0 0 4 187 8 0 2 0
28.374 28374 -1 6 0 0 4 187 8 -4 2 0
28.394 28394 -1 6 0 0 4 187 8 -4 15 0
28.414 28414 -1 6 0 0 4 187 8 -4 15 0
28.434 28434 -1 6 0 0 4 187 8 -4 15 0
28.454 28454 -1 6 0 0 4 -177 6 -4 15 0
28.474 28474 -1 6 0 0 4 -177 6 -5 15 0
28.494 28494 -1 6 0 0 4 -177 6 -5 15 0
28.514 28514 -1 6 0 0 4 -177 6 -5 15 0
28.534 28534 -1 6 0 0 4 -177 6 -5 15 0
28.554 28554 -1 6 0 0 4 90 -3 -5 15 0
28.574 28574 -1 6 0 0 4 90 -3 -1 15 0
28.595 28595 -1 6 0 0 4 90 -3 -1 6 0
28.615 28615 -1 6 0 0 4 90 -3 -1 6 0
28.635 28635 -1 6 0 0 4 90 -3 -1 6 0
28.655 28655 -1 6 0 0 4 180 2 -1 6 0
28.675 28675 -1 6 0 0 4 180 2 -4 6 0
28.695 28695 -1 6 0 0 4 180 2 -4 3 0
28.715 28715 -1 6 0 0 4 180 2 -4 3 0
28.735 28735 -1 6 0 0 4 180 2 -4 3 0
28.755 28755 -1 6 0 0 4 -196 10 -4 3 0
28.776 28776 -1 6 0 0 4 -196 10 0 3 0
28.796 28796 -1 6 0 0 4 -196 10 0 3 0
28.816 28816 -1 6 0 0 4 -196 10 0 3 0
28.836 28836 -1 6 0 0 4 -196 10 0 3 0
28.856 28856 -1 6 0 0 4 5 1 0 3 0
28.876 28876 -1 6 0 0 4 5 1 0 3 0
28.896 28896 -1 6 0 0 4 5 1 0 1 0
28.916 28916 -1 6 0 0 4 5 1 0 1 0
28.936 28936 -1 6 0 0 4 5 1 0 1 0
28.956 28956 -1 6 0 0 4 111 -2 0 1 0
28.976 28976 -1 6 0 0 4 111 -2 9 1 0
28.996 28996 -1 6 0 0 4 111 -2 9 7 0
29.017 29017 -1 6 0 0 4 111 -2 9 7 0
29.037 29037 -1 6 0 0 4 111 -2 9 7 0
29.057 29057 -1 6 0 0 4 -61 -1 9 7 0
29.077 29077 -1 6 0 0 4 -61 -1 -2 7 0
29.097 29097 -1 6 0 0 4 -61 -1 -2 4 0
29.117 29117 -1 6 0 0 4 -61 -1 -2 4 0
29.137 29137 -1 6 0 0 4 -61 -1 -2 4 0
29.157 29157 -1 6 0 0 4 -304 3 -2 4 0
29.177 29177 -1 6 0 0 4 -304 3 7 4 0
29.197 29197 -1 6 0 0 4 -304 3 7 1 0
29.217 29217 -1 6 0 0 4 -304 3 7 1 0
29.238 29238 -1 6 0 0 4 -304 3 7 1 0
29.258 29258 -1 6 0 0 4 144 3 7 1 0
29.278 29278 -1 6 0 0 4 144 3 6 1 0
29.298 29298 -1 6 0 0 4 144 3 6 0 0
29.318 29318 -1 6 0 0 4 144 3 6 0 0
29.338 29338 -2 6 0 0 4 144 3 6 0 0
29.358 29358 -2 6 0 0 4 -274 5 6 0 0
29.378 29378 -2 6 0 0 4 -274 5 11 0 0
29.398 29398 -2 6 0 0 4 -274 5 11 11 0
29.418 29418 -2 6 0 0 4 -274 5 11 11 0
29.439 29439 -2 6 0 0 4 -274 5 11 11 0
29.458 29458 -2 6 0 0 4 215 8 11 11 0
29.479 29479 -2 6 0 0 4 215 8 3 11 0
29.499 29499 -2 6 0 0 4 215 8 3 19 0
29.519 29519 -2 6 0 0 4 215 8 3 19 0
29.539 29539 -2 6 0 0 4 215 8 3 19 0
29.559 29559 -2 6 0 0 4 336 1 3 19 0
29.579 29579 -2 6 0 0 4 336 1 8 19 0
29.599 29599 -2 6 0 0 4 336 1 8 3 0
29.619 29619 -2 6 0 0 4 336 1 8 3 0
29.639 29639 -2 6 0 0 4 336 1 8 3 0
29.660 29660 -2 6 0 0 4 -121 10 8 3 0
29.680 29680 -2 6 0 0 4 -121 10 -4 3 0
29.700 29700 -2 6 0 0 4 -121 10 -4 10 0
29.720 29720 -2 6 0 0 4 -121 10 -4 10 0
29.740 29740 -2 6 0 0 4 -121 10 -4 10 0
29.760 29760 -2 6 0 0 4 30 6 -4 10 0
29.780 29780 -2 6 0 0 4 30 6 -4 10 0
29.800 29800 -2 6 0 0 4 30 6 -4 17 0
29.820 29820 -2 6 0 0 4 30 6 -4 17 0
29.840 29840 -2 6 0 0 4 30 6 -4 17 0
29.861 29861 -2 6 0 0 4 -11 -3 -4 17 0
29.881 29881 -2 6 0 0 4 -11 -3 -1 17 0
29.901 29901 -2 6 0 0 4 -11 -3 -1 5 0
29.921 29921 -2 6 0 0 4 -11 -3 -1 5 0
29.941 29941 -2 6 0 0 4 -11 -3 -1 5 0
29.961 29961 -2 6 0 0 4 -70 -3 -1 5 0
29.981 29981 -2 6 0 0 4 -70 -3 6 5 0
30.001 30001 -2 6 0 0 4 -70 -3 6 15 0
30.021 30021 -2 6 0 0 4 -70 -3 6 15 0
30.041 30041 -2 6 0 0 4 -70 -3 6 15 0
30.061 30061 -2 6 0 0 4 -288 6 6 15 0
30.081 30081 -2 6 0 0 4 -288 6 0 15 0
30.101 30101 -2 6 0 0 4 -288 6 0 19 0
30.121 30121 -2 6 0 0 4 -288 6 0 19 0
30.142 30142 -2 6 0 0 4 -288 6 0 19 0
30.162 30162 -2 6 0 0 4 -71 -3 0 19 0
30.182 30182 -2 6 0 0 4 -71 -3 6 19 0
30.202 30202 -2 6 0 0 4 -71 -3 6 14 0
30.222 30222 -2 6 0 0 4 -71 -3 6 14 0
30.242 30242 -2 6 0 0 4 -71 -3 6 14 0
30.262 30262 -2 6 0 0 4 -107 5 6 14 0
30.282 30282 -2 6 0 0 4 -107 5 6 14 0
30.302 30302 -2 6 0 0 4 -107 5 6 1 0
30.322 30322 -2 6 0 0 4 -107 5 6 1 0
30.342 30342 -2 6 0 0 4 -107 5 6 1 0
30.363 30363 -2 6 0 0 4 -196 -3 6 1 0
30.383 30383 -2 6 0 0 4 -196 -3 6 1 0
30.403 30403 -2 6 0 0 4 -196 -3 6 6 0
30.423 30423 -2 6 0 0 4 -196 -3 6 6 0
30.443 30443 -2 6 0 0 4 -196 -3 6 6 0
30.463 30463 -2 6 0 0 4 -185 -2 6 6 0
30.483 30483 -2 6 0 0 4 -185 -2 0 6 0
30.503 30503 -2 6 0 0 4 -185 -2 0 17 0
30.523 30523 -2 6 0 0 4 -185 -2 0 17 0
30.543 30543 -2 6 0 0 4 -185 -2 0 17 0
30.563 30563 -2 6 0 0 4 -15 -2 0 17 0
30.583 30583 -2 6 0 0 4 -15 -2 7 17 0
30.604 30604 -2 6 0 0 4 -15 -2 7 7 0
30.624 30624 -2 6 0 0 4 -15 -2 7 7 0
30.644 30644 -2 6 0 0 4 -15 -2 7 7 0
30.664 30664 -2 6 0 0 4 251 8 7 7 0
30.684 30684 -2 6 0 0 4 251 8 8 7 0
30.704 30704 -2 6 0 0 4 251 8 8 16 0
30.724 30724 -2 6 0 0 4 251 8 8 16 0
30.744 30744 -2 6 0 0 4 251 8 8 16 0
30.764 30764 -2 6 0 0 4 369 9 8 16 0
30.785 30785 -2 6 0 0 4 369 9 8 16 0
30.805 30805 -2 6 0 0 4 369 9 8 14 0
30.825 30825 -2 6 0 0 4 369 9 8 14 0
30.845 30845 -2 6 0 0 4 369 9 8 14 0
30.865 30865 -2 6 0 0 4 86 10 8 14 0
30.885 30885 -2 6 0 0 4 86 10 2 14 0
30.905 30905 -2 6 0 0 4 86 10 2 2 0
30.925 30925 -2 6 0 0 4 86 10 2 2 0
30.945 30945 -2 6 0 0 4 86 10 2 2 0
30.965 30965 -2 6 0 0 4 155 7 2 2 0
30.986 30986 -2 6 0 0 4 155 7 8 2 0
31.006 31006 -2 6 0 0 4 155 7 8 16 0
31.026 31026 -2 6 0 0 4 155 7 8 16 0
31.046 31046 -2 6 0 0 4 155 7 8 16 0
31.066 31066 -2 6 0 0 4 -248 5 8 16 0
31.086 31086 -2 6 0 0 4 -248 5 11 16 0
31.106 31106 -2 6 0 0 4 -248 5 11 9 0
31.127 31127 -2 6 0 0 4 -248 5 11 9 0
31.147 31147 -2 6 0 0 4 -248 5 11 9 0
31.167 31167 -2 6 0 0 4 -57 11 11 9 0
31.187 31187 -2 6 0 0 4 -57 11 -4 9 0
31.207 31207 -2 6 0 0 4 -57 11 -4 9 0
31.227 31227 -2 6 0 0 4 -57 11 -4 9 0
31.247 31247 -2 6 0 0 4 -57 11 -4 9 0
31.267 31267 -2 6 0 0 4 -1 -2 -4 9 0
31.287 31287 -2 6 0 0 4 -1 -2 -1 9 0
31.307 31307 -2 6 0 0 4 -1 -2 -1 16 0
31.327 31327 -2 6 0 0 4 -1 -2 -1 16 0
31.348 31348 -1 6 0 0 4 -1 -2 -1 16 0
31.368 31368 -1 6 0 0 4 242 7 -1 16 0
31.388 31388 -1 6 0 0 4 242 7 -5 16 0
31.408 31408 -1 6 0 0 4 242 7 -5 4 0
31.428 31428 -1 6 0 0 4 242 7 -5 4 0
31.448 31448 -1 6 0 0 4 242 7 -5 4 0
31.468 31468 -1 6 0 0 4 201 0 -5 4 0
31.488 31488 -1 6 0 0 4 201 0 10 4 0
31.508 31508 -1 6 0 0 4 201 0 10 14 0
31.528 31528 -1 6 0 0 4 201 0 10 14 0
31.548 31548 -1 6 0 0 4 201 0 10 14 0
31.569 31569 -1 6 0 0 4 -257 11 10 14 0
31.589 31589 -1 6 0 0 4 -257 11 7 14 0
31.609 31609 -1 6 0 0 4 -257 11 7 14 0
31.629 31629 -1 6 0 0 4 -257 11 7 14 0
31.649 31649 -1 6 0 0 4 -257 11 7 14 0
31.669 31669 -1 6 0 0 4 -46 0 7 14 0
31.689 31689 -1 6 0 0 4 -46 0 8 14 0
31.709 31709 -1 6 0 0 4 -46 0 8 4 0
31.729 31729 -1 6 0 0 4 -46 0 8 4 0
31.749 31749 -1 6 0 0 4 -46 0 8 4 0
31.769 31769 -1 6 0 0 4 130 10 8 4 0
31.790 31790 -1 6 0 0 4 130 10 0 4 0
31.809 31809 -1 6 0 0 4 130 10 0 18 0
31.830 31830 -1 6 0 0 4 130 10 0 18 0
31.850 31850 -1 6 0 0 4 130 10 0 18 0
31.870 31870 -1 6 0 0 4 143 6 0 18 0
31.890 31890 -1 6 0 0 4 143 6 5 18 0
31.910 31910 -1 6 0 0 4 143 6 5 1 0
31.930 31930 -1 6 0 0 4 143 6 5 1 0
31.950 31950 -1 6 0 0 4 143 6 5 1 0
31.970 31970 -1 6 0 0 4 241 10 5 1 0
31.991 31991 -1 6 0 0 4 241 10 7 1 0
32.011 32011 -1 6 0 0 4 241 10 7 4 0
32.031 32031 -1 6 0 0 4 241 10 7 4 0
32.051 32051 -1 6 0 0 4 241 10 7 4 0
32.071 32071 -1 6 0 0 4 105 8 7 4 0
32.091 32091 -1 6 0 0 4 105 8 -4 4 0
32.111 32111 -1 6 0 0 4 105 8 -4 3 0
32.131 32131 -1 6 0 0 4 105 8 -4 3 0
32.151 32151 -1 6 0 0 4 105 8 -4 3 0
32.171 32171 -1 6 0 0 4 79 12 -4 3 0
32.191 32191 -1 6 0 0 4 79 12 -4 3 0
32.211 32211 -1 6 0 0 4 79 12 -4 10 0
32.231 32231 -1 6 0 0 4 79 12 -4 10 0
32.252 32252 -1 6 0 0 4 79 12 -4 10 0
32.272 32272 -1 6 0 0 4 129 0 -4 10 0
32.292 32292 -1 6 0 0 4 129 0 5 10 0
32.312 32312 -1 6 0 0 4 129 0 5 18 0
32.332 32332 -1 6 0 0 4 129 0 5 18 0
32.352 32352 -1 6 0 0 4 129 0 5 18 0
32.372 32372 -1 6 0 0 4 -114 8 5 18 0
32.392 32392 -1 6 0 0 4 -114 8 -6 18 0
32.412 32412 -1 6 0 0 4 -114 8 -6 9 0
32.432 32432 -1 6 0 0 4 -114 8 -6 9 0
32.453 32453 -1 6 0 0 4 -114 8 -6 9 0
32.473 32473 -1 6 0 0 4 -26 -3 -6 9 0
32.493 32493 -1 6 0 0 4 -26 -3 7 9 0
32.513 32513 -1 6 0 0 4 -26 -3 7 9 0
32.533 32533 -1 6 0 0 4 -26 -3 7 9 0
32.553 32553 -1 6 0 0 4 -26 -3 7 9 0
32.573 32573 -1 6 0 0 4 -240 -1 7 9 0
32.593 32593 -1 6 0 0 4 -240 -1 -4 9 0
32.613 32613 -1 6 0 0 4 -240 -1 -4 5 0
32.634 32634 -1 6 0 0 4 -240 -1 -4 5 0
32.654 32654 -1 6 0 0 4 -240 -1 -4 5 0
32.674 32674 -1 6 0 0 4 132 -1 -4 5 0
32.694 32694 -1 6 0 0 4 132 -1 8 5 0
32.714 32714 -1 6 0 0 4 132 -1 8 5 0
32.734 32734 -1 6 0 0 4 132 -1 8 5 0
32.754 32754 -1 6 0 0 4 132 -1 8 5 0
32.774 32774 -1 6 0 0 4 273 0 8 5 0
32.794 32794 -1 6 0 0 4 273 0 10 5 0
32.815 32815 -1 6 0 0 4 273 0 10 10 0
32.834 32834 -1 6 0 0 4 273 0 10 10 0
32.854 32854 -1 6 0 0 4 273 0 10 10 0
32.875 32875 -1 6 0 0 4 -169 11 10 10 0
32.895 32895 -1 6 0 0 4 -169 11 -4 10 0
32.915 32915 -1 6 0 0 4 -169 11 -4 12 0
32.935 32935 -1 5 0 0 4 -169 11 -4 12 0
32.955 32955 -1 5 0 0 4 -169 11 -4 12 0
32.975 32975 -1 5 0 0 4 -223 9 -4 12 0
32.995 32995 -1 5 0 0 4 -223 9 -6 12 0
33.015 33015 -1 5 0 0 4 -223 9 -6 6 0
33.035 33035 -1 5 0 0 4 -223 9 -6 6 0
33.056 33056 -1 5 0 0 4 -223 9 -6 6 0
33.076 33076 -1 5 0 0 4 16 10 -6 6 0
33.096 33096 -1 5 0 0 4 16 10 -3 6 0
33.116 33116 -1 5 0 0 4 16 10 -3 15 0
33.136 33136 -1 6 0 0 4 16 10 -3 15 0
33.156 33156 -1 6 0 0 4 16 10 -3 15 0
33.176 33176 -1 6 0 0 4 -65 0 -3 15 0
33.196 33196 -1 6 0 0 4 -65 0 7 15 0
33.216 33216 -1 6 0 0 4 -65 0 7 3 0
33.236 33236 -1 6 0 0 4 -65 0 7 3 0
33.256 33256 -1 6 0 0 4 -65 0 7 3 0
33.277 33277 -1 6 0 0 4 261 0 7 3 0
33.297 33297 -1 6 0 0 4 261 0 8 3 0
33.317 33317 -1 6 0 0 4 261 0 8 4 0
33.337 33337 -1 5 0 0 4 261 0 8 4 0
33.357 33357 -1 5 0 0 4 261 0 8 4 0
33.377 33377 -1 5 0 0 4 -185 9 8 4 0
33.397 33397 -1 5 0 0 4 -185 9 -5 4 0
33.417 33417 -1 5 0 0 4 -185 9 -5 6 0
33.437 33437 -1 5 0 0 4 -185 9 -5 6 0
33.457 33457 -1 5 0 0 4 -185 9 -5 6 0
33.478 33478 -1 5 0 0 4 -257 7 -5 6 0
33.498 33498 -1 5 0 0 4 -257 7 -4 6 0
33.518 33518 -1 5 0 0 4 -257 7 -4 17 0
33.538 33538 -1 5 0 0 4 -257 7 -4 17 0
33.558 33558 -1 5 0 0 4 -257 7 -4 17 0
33.578 33578 -1 5 0 0 4 310 6 -4 17 0
33.598 33598 -1 5 0 0 4 310 6 -6 17 0
33.618 33618 -1 5 0 0 4 310 6 -6 5 0
33.638 33638 -1 5 0 0 4 310 6 -6 5 0
33.658 33658 -1 5 0 0 4 310 6 -6 5 0
33.678 33678 -1 5 0 0 4 -155 0 -6 5 0
33.699 33699 -1 5 0 0 4 -155 0 -6 5 0
33.719 33719 -1 5 0 0 4 -155 0 -6 11 0
33.739 33739 -1 5 0 0 4 -155 0 -6 11 0
33.759 33759 -1 5 0 0 4 -155 0 -6 11 0
33.779 33779 -1 5 0 0 4 -238 1 -6 11 0
33.799 33799 -1 5 0 0 4 -238 1 8 11 0
33.819 33819 -1 5 0 0 4 -238 1 8 3 0
33.839 33839 -1 5 0 0 4 -238 1 8 3 0
33.860 33860 -1 5 0 0 4 -238 1 8 3 0
33.880 33880 -1 5 0 0 4 94 0 8 3 0
33.900 33900 -1 5 0 0 4 94 0 -5 3 0
33.920 33920 -1 5 0 0 4 94 0 -5 16 0
33.940 33940 -1 5 0 0 4 94 0 -5 16 0
33.960 33960 -1 5 0 0 4 94 0 -5 16 0
33.980 33980 -1 5 0 0 4 -165 10 -5 16 0
34.000 34000 -1 5 0 0 4 -165 10 -5 16 0
34.020 34020 -1 5 0 0 4 -165 10 -5 14 0
34.040 34040 -1 5 0 0 4 -165 10 -5 14 0
34.060 34060 -1 5 0 0 4 -165 10 -5 14 0
34.081 34081 -1 5 0 0 4 91 -4 -5 14 0
34.101 34101 -1 5 0 0 4 91 -4 1 14 0
34.121 34121 -1 5 0 0 4 91 -4 1 5 0
34.141 34141 -1 5 0 0 3 91 -4 1 5 0
34.161 34161 -1 5 0 0 3 91 -4 1 5 0
34.181 34181 -1 5 0 0 3 -52 -1 1 5 0
34.201 34201 -1 5 0 0 3 -52 -1 5 5 0
34.221 34221 -1 5 0 0 3 -52 -1 5 16 0
34.241 34241 -1 5 0 0 3 -52 -1 5 16 0
34.261 34261 -1 5 0 0 3 -52 -1 5 16 0
34.281 34281 -1 5 0 0 3 42 -3 5 16 0
34.301 34301 -1 5 0 0 3 42 -3 0 16 0
34.321 34321 -1 5 0 0 3 42 -3 0 16 0
34.341 34341 -1 5 0 0 3 42 -3 0 16 0
34.361 34361 -1 5 0 0 3 42 -3 0 16 0
34.382 34382 -1 5 0 0 3 292 -4 0 16 0
34.402 34402 -1 5 0 0 3 292 -4 0 16 0
34.422 34422 -1 5 0 0 3 292 -4 0 14 0
34.442 34442 -1 5 0 0 3 292 -4 0 14 0
34.462 34462 -1 5 0 0 3 292 -4 0 14 0
34.482 34482 -1 5 0 0 3 -191 2 0 14 0
34.502 34502 -1 5 0 0 3 -191 2 9 14 0
34.522 34522 -1 5 0 0 3 -191 2 9 16 0
34.542 34542 -1 5 0 0 3 -191 2 9 16 0
34.562 34562 -1 5 0 0 3 -191 2 9 16 0
34.582 34582 -1 5 0 0 3 216 10 9 16 0
34.602 34602 -1 5 0 0 3 216 10 -3 16 0
34.623 34623 -1 5 0 0 3 216 10 -3 4 0
34.643 34643 -1 5 0 0 3 216 10 -3 4 0
34.663 34663 -1 5 0 0 3 216 10 -3 4 0
34.683 34683 -1 5 0 0 3 227 -3 -3 4 0
34.703 34703 -1 5 0 0 3 227 -3 7 4 0
34.723 34723 -1 5 0 0 3 227 -3 7 11 0
34.743 34743 -1 5 0 0 3 227 -3 7 11 0
34.763 34763 -1 5 0 0 3 227 -3 7 11 0
34.783 34783 -1 5 0 0 3 -151 2 7 11 0
34.803 34803 -1 5 0 0 3 -151 2 6 11 0
34.823 34823 -1 5 0 0 3 -151 2 6 18 0
34.843 34843 -1 5 0 0 3 -151 2 6 18 0
34.864 34864 -1 5 0 0 3 -151 2 6 18 0
34.884 34884 -1 5 0 0 3 -164 0 6 18 0
34.904 34904 -1 5 0 0 3 -164 0 5 18 0
34.924 34924 -1 5 0 0 3 -164 0 5 1 0
34.944 34944 -1 5 0 0 3 -164 0 5 1 0
34.964 34964 -1 5 0 0 3 -164 0 5 1 0
34.984 34984 -1 5 0 0 3 92 -4 5 1 0
35.004 35004 -1 5 0 0 3 92 -4 0 1 0
35.024 35024 -1 5 0 0 3 92 -4 0 15 0
35.044 35044 -1 5 0 0 3 92 -4 0 15 0
35.064 35064 -1 5 0 0 3 92 -4 0 15 0
35.084 35084 -1 5 0 0 3 -277 -5 0 15 0
35.105 35105 -1 5 0 0 3 -277 -5 0 15 0
35.125 35125 -1 5 0 0 3 -277 -5 0 8 0
35.145 35145 -1 5 0 0 3 -277 -5 0 8 0
35.165 35165 -1 5 0 0 3 -277 -5 0 8 0
35.185 35185 -1 5 0 0 3 101 10 0 8 0
35.205 35205 -1 5 0 0 3 101 10 -7 8 0
35.225 35225 -1 5 0 0 3 101 10 -7 10 0
35.245 35245 -1 5 0 0 3 101 10 -7 10 0
35.265 35265 -1 5 0 0 3 101 10 -7 10 0
35.285 35285 -1 5 0 0 3 265 13 -7 10 0
35.305 35305 -1 5 0 0 3 265 13 3 10 0
35.326 35326 -1 5 0 0 3 265 13 3 14 0
35.346 35346 -1 5 0 0 3 265 13 3 14 0
35.366 35366 -1 5 0 0 3 265 13 3 14 0
35.386 35386 -1 5 0 0 3 124 0 3 14 0
35.406 35406 -1 5 0 0 3 124 0 6 14 0
35.426 35426 -1 5 0 0 3 124 0 6 17 0
35.446 35446 -1 5 0 0 3 124 0 6 17 0
35.466 35466 -1 5 0 0 3 124 0 6 17 0
35.486 35486 -1 5 0 0 3 -149 -2 6 17 0
35.506 35506 -1 5 0 0 3 -149 -2 6 17 0
35.527 35527 -1 5 0 0 3 -149 -2 6 15 0
35.546 35546 -1 5 0 0 3 -149 -2 6 15 0
35.567 35567 -1 5 0 0 3 -149 -2 6 15 0
35.587 35587 -1 5 0 0 3 235 -5 6 15 0
35.607 35607 -1 5 0 0 3 235 -5 1 15 0
35.627 35627 -1 5 0 0 3 235 -5 1 7 0
35.647 35647 -1 5 0 0 3 235 -5 1 7 0
35.667 35667 -1 5 0 0 3 235 -5 1 7 0
35.687 35687 -1 5 0 0 3 174 9 1 7 0
35.707 35707 -1 5 0 0 3 174 9 -4 7 0
35.727 35727 -1 5 0 0 3 174 9 -4 16 0
35.747 35747 -1 5 0 0 3 174 9 -4 16 0
35.767 35767 -1 5 0 0 3 174 9 -4 16 0
35.788 35788 -1 5 0 0 3 136 9 -4 16 0
35.808 35808 -1 5 0 0 3 136 9 8 16 0
35.828 35828 -1 5 0 0 3 136 9 8 4 0
35.848 35848 -1 5 0 0 3 136 9 8 4 0
35.868 35868 -1 5 0 0 3 136 9 8 4 0
35.888 35888 -1 5 0 0 3 48 0 8 4 0
35.908 35908 -1 5 0 0 3 48 0 10 4 0
35.928 35928 -1 5 0 0 3 48 0 10 14 0
35.948 35948 -1 5 0 0 3 48 0 10 14 0
35.968 35968 -1 5 0 0 3 48 0 10 14 0
35.988 35988 -1 5 0 0 3 -100 -1 10 14 0
36.009 36009 -1 5 0 0 3 -100 -1 -3 14 0
36.028 36028 -1 5 0 0 3 -100 -1 -3 15 0
36.049 36049 -1 5 0 0 3 -100 -1 -3 15 0
36.069 36069 -1 5 0 0 3 -100 -1 -3 15 0
36.089 36089 -1 5 0 0 3 -201 5 -3 15 0
36.109 36109 -1 5 0 0 3 -201 5 7 15 0
36.129 36129 -1 5 0 0 3 -201 5 7 2 0
36.149 36149 -1 5 0 0 3 -201 5 7 2 0
36.169 36169 -1 5 0 0 3 -201 5 7 2 0
36.189 36189 -1 5 0 0 3 -132 7 7 2 0
36.209 36209 -1 5 0 0 3 -132 7 7 2 0
36.229 36229 -1 5 0 0 3 -132 7 7 16 0
36.250 36250 -1 5 0 0 3 -132 7 7 16 0
36.270 36270 -1 5 0 0 3 -132 7 7 16 0
36.290 36290 -1 5 0 0 3 -333 -1 7 16 0
36.310 36310 -1 5 0 0 3 -333 -1 -4 16 0
36.330 36330 -1 5 0 0 3 -333 -1 -4 4 0
36.350 36350 -1 5 0 0 3 -333 -1 -4 4 0
36.370 36370 -1 5 0 0 3 -333 -1 -4 4 0
36.390 36390 -1 5 0 0 3 130 10 -4 4 0
36.410 36410 -1 5 0 0 3 130 10 -2 4 0
36.430 36430 -1 5 0 0 3 130 10 -2 3 0
36.451 36451 -1 5 0 0 3 130 10 -2 3 0
36.471 36471 -1 5 0 0 3 130 10 -2 3 0
36.491 36491 -1 5 0 0 3 51 11 -2 3 0
36.511 36511 -1 5 0 0 3 51 11 -5 3 0
36.531 36531 -1 5 0 0 3 51 11 -5 7 0
36.551 36551 -1 5 0 0 3 51 11 -5 7 0
36.571 36571 -1 5 0 0 3 51 11 -5 7 0
36.591 36591 -1 5 0 0 3 -68 3 -5 7 0
36.612 36612 -1 5 0 0 3 -68 3 5 7 0
36.631 36631 -1 5 0 0 3 -68 3 5 19 0
36.651 36651 -1 5 0 0 3 -68 3 5 19 0
36.672 36672 -1 5 0 0 3 -68 3 5 19 0
36.692 36692 -1 5 0 0 3 -101 4 5 19 0
36.712 36712 -1 5 0 0 3 -101 4 10 19 0
36.732 36732 -1 5 0 0 3 -101 4 10 7 0
36.752 36752 -1 5 0 0 3 -101 4 10 7 0
36.772 36772 -1 5 0 0 3 -101 4 10 7 0
36.792 36792 -1 5 0 0 3 -5 6 10 7 0
36.812 36812 -1 5 0 0 3 -5 6 -1 7 0
36.832 36832 -1 5 0 0 3 -5 6 -1 19 0
36.853 36853 -1 5 0 0 3 -5 6 -1 19 0
36.873 36873 -1 5 0 0 3 -5 6 -1 19 0
36.893 36893 -1 5 0 0 3 199 -1 -1 19 0
36.913 36913 -1 5 0 0 3 199 -1 7 19 0
36.933 36933 -1 5 0 0 3 199 -1 7 6 0
36.953 36953 -1 5 0 0 3 199 -1 7 6 0
36.973 36973 -1 5 0 0 3 199 -1 7 6 0
36.993 36993 -1 5 0 0 3 -180 8 7 6 0
37.013 37013 -1 5 0 0 3 -180 8 -8 6 0
37.033 37033 -1 5 0 0 3 -180 8 -8 8 0
37.053 37053 -1 5 0 0 3 -180 8 -8 8 0
37.073 37073 -1 5 0 0 3 -180 8 -8 8 0
37.094 37094 -1 5 0 0 3 120 4 -8 8 0
37.114 37114 -1 5 0 0 3 120 4 9 8 0
37.134 37134 -1 5 0 0 3 120 4 9 4 0
